Year,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Product_Lines,Average_Price_USD
2019,40.18,4882719.86,57482.04,2,24.73
2012,265.62,1325989.51,13380.82,7,241.8
2021,116.57,431596.16,35942.36,9,494.24
2020,236.99,1310500.24,60075.04,5,93.54
2015,101.02,3469297.48,28742.35,9,292.47
2012,372.15,857227.06,5099.14,16,490.27
2022,10.15,440692.84,23010.05,15,66.19
2020,62.22,2034673.46,5124.38,1,365.0
2017,80.67,223692.43,35003.72,4,260.9
2013,92.63,4214698.59,69418.84,10,52.56
2023,197.0,1648665.09,87092.37,18,74.28
2011,280.79,1987754.35,77719.21,6,105.3
2018,382.34,429079.99,8282.33,1,113.69
2015,76.74,2041686.53,79277.06,7,293.11
2022,274.77,217591.62,15702.26,10,34.19
2011,212.21,4753033.11,26002.97,5,463.86
2022,495.82,52687.08,27557.4,20,257.08
2010,95.14,1879469.06,20969.35,14,240.74
2016,462.03,3451908.03,47683.3,11,364.88
2023,52.06,4268310.39,4245.56,13,199.18
2012,98.97,4927703.9,13092.21,6,405.1
2019,267.93,1776853.67,11912.61,20,206.31
2012,297.04,3133376.39,52347.91,5,147.55
2024,147.28,3638245.8,96702.37,16,142.16
2020,71.36,2417816.74,83528.22,16,45.95
2015,161.63,2752622.03,50597.93,6,404.09
2015,463.53,1748472.07,28417.96,8,291.28
2016,63.75,3778941.55,86939.25,16,209.61
2018,156.51,1389518.13,35518.86,1,342.09
2022,15.29,287594.93,2661.56,1,106.75
2018,354.79,4045105.45,53174.52,11,210.17
2022,61.32,4872155.71,14483.37,19,20.33
2020,477.4,1710459.67,79644.29,5,374.25
2023,58.94,632306.29,20809.3,18,62.42
2018,269.14,521497.63,45613.55,5,440.1
2013,386.39,4391384.46,79684.71,12,292.47
2011,347.5,853498.68,71185.16,6,347.95
2016,425.22,4633251.52,10399.9,11,138.73
2019,300.35,2980869.49,66436.74,11,205.06
2015,499.82,4390878.58,75657.34,15,269.11
2017,197.65,1181663.14,89836.37,5,170.97
2024,361.48,4429759.87,99020.63,4,499.87
2020,188.12,4868456.84,7726.82,4,23.84
2012,447.65,2773503.96,28616.64,1,296.7
2023,303.05,3948088.63,64467.25,12,318.03
2011,35.47,907592.87,43812.2,1,438.44
2018,348.47,4030583.23,36136.37,6,384.69
2017,29.14,937251.97,91739.45,12,116.99
2012,243.15,3172294.5,98984.45,10,77.27
2013,487.01,521671.2,20170.52,11,366.57
2022,278.0,3976746.56,84699.78,11,333.56
2015,425.86,1865342.61,13561.78,9,262.78
2015,85.24,716327.63,55456.01,14,213.72
2010,4.95,1858723.06,22898.78,12,380.33
2024,462.8,1067081.75,24510.81,6,289.85
2024,361.08,4153469.47,28468.62,8,254.21
2010,353.62,3204682.54,60324.62,5,224.73
2014,184.09,2206445.72,13839.54,16,64.22
2012,346.21,4431517.33,93177.22,3,328.96
2011,344.19,2519998.22,31726.15,8,96.14
2015,451.82,527820.91,63993.46,5,84.63
2021,86.02,873925.86,40579.05,11,73.17
2013,44.9,419639.4,26996.54,15,89.52
2021,104.64,960038.82,61656.68,1,345.23
2012,483.95,3914092.97,5125.37,5,349.54
2011,479.33,3331125.2,35785.2,12,491.74
2018,472.82,3079979.24,67886.66,14,86.93
2010,410.82,3516300.61,55042.37,9,393.5
2019,192.42,801981.12,98952.3,15,110.29
2014,235.05,1738263.31,27126.83,15,444.04
2014,127.31,2346590.57,14484.61,5,419.27
2019,498.13,933210.92,71283.52,17,170.09
2023,300.42,3782633.32,57155.03,10,301.59
2018,352.79,1002443.69,42490.96,20,173.59
2010,448.39,3025277.42,20728.44,5,218.55
2016,304.45,4600166.95,16039.84,9,253.8
2012,416.71,524550.59,51521.54,9,408.57
2019,44.08,1181473.59,7625.35,12,219.17
2022,182.61,1625445.98,35749.04,3,458.19
2019,466.62,484096.76,79789.58,13,48.47
2010,363.31,3316539.0,46977.61,7,486.79
2011,263.88,931909.22,32911.35,17,414.68
2011,147.34,4040832.11,38062.34,16,122.32
2012,410.49,1544287.85,9397.45,6,254.78
2018,286.24,595004.11,58735.31,12,157.32
2019,14.51,4084429.43,71251.24,18,299.03
2016,307.56,1336645.98,52329.34,1,56.73
2018,254.21,4795401.65,42302.1,2,338.62
2020,356.24,2261695.47,78206.66,13,203.24
2019,121.56,633624.37,62410.37,1,296.05
2012,227.8,3421338.4,64027.78,7,138.46
2010,359.92,2133283.44,16293.36,12,455.3
2020,140.07,2266271.98,75925.48,18,263.72
2015,405.41,4790992.31,38340.1,5,70.35
2020,124.93,3826007.56,63298.5,11,155.53
2012,305.99,2444686.06,45323.73,4,24.33
2016,9.25,3018460.08,28390.56,6,34.85
2022,194.65,2690131.14,86457.74,20,378.49
2019,132.72,190700.82,80432.56,17,347.72
2015,442.28,798605.46,67509.8,12,161.51
2021,336.35,593594.03,29578.07,14,93.47
2011,469.94,1758682.15,70565.25,4,182.49
2016,255.94,2339229.51,31228.41,5,399.66
2021,401.69,3031586.57,91513.04,5,30.31
2021,390.49,4534879.07,91440.75,20,26.26
2021,84.21,4314555.11,72679.87,11,371.04
2018,280.84,3789488.55,82141.92,19,190.3
2014,211.13,4900566.4,60011.13,15,143.9
2011,290.71,267076.88,62010.62,20,38.51
2011,65.32,3615345.61,32642.21,16,270.85
2012,243.59,1685809.03,57866.11,1,96.73
2024,413.13,3935836.71,23959.2,4,343.97
2024,320.99,2910402.81,18820.7,8,322.46
2023,106.39,1231421.31,43406.5,12,130.1
2023,211.09,1360469.28,90565.94,1,53.61
2023,84.5,4417998.49,62249.96,13,65.57
2020,477.42,51411.93,40914.93,12,384.88
2010,456.5,3260495.85,50883.39,16,444.4
2011,356.86,2165855.48,61934.83,11,216.38
2012,415.28,797595.84,45097.64,1,346.15
2018,139.18,942504.97,94879.85,18,280.99
2017,217.8,4049270.54,89931.89,17,149.6
2017,321.14,1633125.19,30276.21,4,43.49
2010,42.31,2800644.56,8375.29,2,68.78
2016,478.84,2711675.79,57071.41,8,352.95
2022,122.46,1013099.4,25806.3,5,385.72
2010,493.52,3587870.47,73337.42,4,308.81
2014,108.25,4768213.39,28088.32,8,462.44
2015,124.13,2508115.99,78133.11,20,477.57
2022,286.88,4269467.63,38388.69,18,36.62
2020,269.15,1809793.05,41021.0,1,263.84
2017,32.91,4180701.1,10004.6,18,379.42
2020,300.28,4359737.56,21563.43,9,48.29
2017,206.31,2155760.82,84742.74,15,264.91
2012,52.99,3653674.1,91615.7,20,335.71
2020,492.85,3771432.89,47493.95,4,257.67
2012,7.18,367605.53,93442.28,1,41.21
2010,58.78,555597.57,34082.29,6,223.19
2016,330.7,4462174.87,29280.41,3,364.24
2020,382.64,547049.01,76666.64,1,208.92
2024,365.81,3400968.63,8370.17,5,461.05
2022,325.65,3056954.38,98131.98,8,68.06
2016,28.91,1920662.22,17190.34,11,117.91
2021,285.81,293493.87,68898.15,2,256.8
2011,44.34,2044130.86,2395.39,20,282.44
2015,394.37,1583730.95,68454.36,13,434.72
2021,200.79,1574895.23,13564.93,16,232.18
2024,240.53,3424866.92,69808.23,3,445.2
2018,417.6,2678283.82,20373.22,17,484.79
2020,443.89,1315027.99,23694.23,2,22.12
2020,208.78,464528.68,73246.36,12,279.99
2021,150.81,1467953.04,48638.7,15,328.67
2021,159.77,2960642.43,22138.71,8,302.49
2022,327.42,1163345.56,9107.72,10,415.76
2019,316.7,1408780.91,51791.04,16,470.45
2023,143.25,317229.64,16694.31,4,397.25
2020,242.94,105659.21,58763.75,1,29.91
2021,78.9,3217713.33,93507.57,11,406.51
2016,248.8,1972179.0,33049.65,15,110.64
2011,21.81,2235439.06,50584.52,12,140.61
2015,497.95,1591197.17,88504.95,12,445.25
2014,381.79,4242743.19,38971.1,2,221.39
2015,125.92,1556506.86,55386.66,4,73.75
2014,322.39,3257490.71,50444.63,2,65.39
2013,241.89,3817345.3,73746.12,12,363.49
2020,317.71,1842437.73,66520.48,7,304.8
2018,386.68,1494891.28,45916.88,11,91.12
2023,273.95,3504156.87,87222.19,13,235.72
2010,204.15,1677531.62,61245.64,7,494.68
2021,363.57,2590709.15,68953.68,2,329.43
2018,13.97,4898052.97,4127.25,3,383.33
2011,86.77,2105871.49,40526.29,16,166.61
2018,339.13,3385389.23,11648.67,12,97.3
2010,170.61,3314218.34,4212.8,15,452.8
2012,429.68,4244492.73,97692.72,14,141.29
2010,150.35,98325.56,96788.38,9,310.74
2013,93.81,3825551.56,96089.8,10,228.21
2014,433.37,2343266.44,65630.52,6,391.94
2023,378.81,4844735.17,68574.16,5,138.43
2018,305.6,4273675.48,39776.71,16,229.0
2016,421.65,1950394.88,80965.5,2,490.33
2020,473.24,1735667.77,96922.11,2,443.69
2016,63.55,3546692.49,61813.16,12,207.52
2012,314.87,503050.98,64409.19,14,22.0
2016,319.19,4776451.8,63171.25,14,217.05
2012,200.51,2347753.58,61822.92,6,185.56
2011,266.94,3532816.3,87796.03,13,55.86
2021,406.59,2039724.67,56910.94,14,25.4
2024,50.27,837945.86,87305.49,3,285.66
2011,376.08,2280369.67,41246.45,7,29.87
2023,218.1,2298435.19,1761.34,8,155.15
2013,283.21,3877946.89,81550.67,1,98.15
2015,278.64,2185455.88,31357.49,3,77.16
2019,38.37,71661.59,25924.34,20,216.14
2010,151.48,2088150.64,88503.72,5,239.67
2010,446.81,827897.37,61595.56,7,210.04
2024,246.83,3940429.33,52790.57,4,158.78
2022,331.51,1274187.8,84226.99,18,88.14
2012,380.86,244930.59,68333.91,17,384.61
2017,394.12,4246214.19,88524.72,7,232.94
2020,291.43,2368300.96,14916.0,18,344.8
2017,365.44,1406463.57,13530.05,5,303.39
2015,246.1,1321704.73,53230.9,2,265.79
2024,213.36,1274334.08,31408.47,1,357.71
2019,497.26,4605790.87,10840.05,2,481.67
2013,397.74,2767181.61,48003.18,8,329.57
2021,330.66,2491038.53,9291.28,16,266.35
2014,267.73,4604647.14,70347.66,19,108.87
2012,441.57,2971145.51,56315.54,17,317.37
2022,317.09,1499807.75,89262.14,13,55.7
2017,45.41,3120830.48,37068.83,7,478.83
2012,294.56,3944027.19,19238.66,5,138.8
2017,480.68,321041.06,39342.96,8,473.59
2022,382.28,1949906.0,78861.46,18,100.83
2013,22.62,1375777.04,3107.06,1,128.71
2024,431.94,4791567.36,83761.58,9,77.24
2023,199.05,995888.72,14791.06,4,106.31
2016,286.81,4202427.69,59161.05,10,173.92
2021,282.13,341413.25,95859.95,4,349.26
2021,104.44,3884151.99,73718.03,18,243.96
2014,60.75,2598024.46,90215.84,15,489.15
2021,495.53,2469601.61,16270.36,1,359.7
2010,37.6,1049306.07,82455.06,19,394.75
2013,101.25,413985.1,19516.25,3,99.19
2015,478.38,2532095.47,20694.13,8,235.04
2016,89.61,4776840.54,81063.55,7,233.56
2021,128.83,1921304.98,33989.21,7,23.78
2022,362.77,3164167.7,78572.2,12,208.5
2016,484.16,773875.94,82610.89,20,230.86
2011,10.2,4472426.72,32805.47,5,146.09
2020,149.8,359102.14,34662.64,3,148.91
2010,71.52,3445283.69,76501.36,6,342.59
2019,405.03,1493907.61,95139.18,8,140.13
2016,35.96,1267116.61,11287.21,16,375.06
2024,202.23,3172294.5,47311.85,18,216.14
2010,423.73,251736.61,50532.28,1,490.95
2016,188.66,3407006.56,55199.0,12,40.1
2013,50.13,3638084.19,61658.12,14,381.39
2014,163.73,1542250.26,3125.46,1,268.63
2021,460.0,739416.45,88366.04,17,223.93
2018,223.54,252971.31,39162.98,5,79.29
2011,170.8,1046555.14,73607.6,6,241.73
2015,465.08,317834.53,57674.42,10,127.32
2023,384.88,1926861.78,86056.03,16,385.32
2010,497.3,1422922.79,43076.79,17,362.03
2018,377.48,3410748.58,75950.8,12,418.8
2017,456.05,1644292.16,66247.76,20,499.41
2017,226.36,3346736.03,75216.45,13,210.17
2015,266.97,3040420.64,99013.32,2,207.08
2021,147.56,2225449.92,28355.45,12,328.62
2013,438.77,1780305.07,10539.02,4,362.01
2014,371.7,1041896.62,31589.34,7,162.83
2013,368.53,3347065.87,37318.25,14,402.3
2016,377.28,1300605.32,25501.2,14,164.1
2017,67.61,4418390.58,85485.52,5,283.15
2012,324.21,3087992.51,64316.07,16,453.02
2024,187.29,4691651.5,45842.31,18,260.22
2021,42.13,3976981.9,78662.27,17,199.81
2017,145.44,3726125.25,61897.66,20,389.73
2016,104.42,4197264.4,36250.86,8,413.75
2014,191.98,3178421.05,17451.45,5,383.55
2017,366.81,4767323.1,67213.07,13,79.94
2021,39.92,199893.69,43999.6,18,297.12
2013,499.6,4512536.49,33451.4,18,222.88
2015,92.59,3166405.61,27487.42,10,250.33
2021,389.33,4262374.33,7206.77,20,171.62
2018,422.76,409423.4,3001.39,4,276.14
2022,426.66,55497.56,26510.32,5,113.17
2013,471.31,3076397.32,18389.46,6,472.89
2024,292.68,4868484.85,49876.69,15,246.46
2014,407.15,4221460.01,37715.2,3,47.91
2014,405.24,3048329.01,76273.29,5,361.03
2010,57.22,3229030.18,76906.82,10,137.18
2021,238.0,4611134.76,31944.35,19,271.15
2021,155.53,1405477.19,67407.65,13,353.85
2013,340.47,447072.47,65889.04,9,49.47
2020,146.23,4533336.29,26671.22,5,30.36
2011,444.76,4828017.07,30812.96,2,94.76
2020,46.28,1491004.43,6515.14,16,81.77
2022,298.41,1149934.0,88979.96,20,278.34
2011,203.94,4388874.2,35434.85,14,243.56
2024,56.51,2090840.22,47649.82,14,235.88
2017,174.01,720717.73,2853.25,17,30.75
2011,105.85,1082096.46,45164.66,6,304.54
2023,240.58,4233006.45,65970.2,15,448.69
2016,6.25,1366189.88,55181.13,3,33.48
2011,467.67,1733934.42,39485.15,10,197.61
2017,166.77,669058.58,98366.01,16,107.85
2014,35.64,1800888.52,65739.92,9,49.03
2021,72.12,4920030.6,73466.45,15,206.52
2019,387.9,253948.51,29695.73,14,469.22
2015,386.3,4987667.91,95944.58,19,460.08
2016,475.14,4548945.26,42811.53,9,481.61
2016,278.15,333599.95,29086.69,20,72.36
2018,427.54,3399782.89,41791.41,15,327.68
2017,15.18,3039456.27,46861.37,6,298.08
2024,59.48,981356.74,61728.06,6,365.88
2011,157.6,4567301.15,92040.9,5,357.55
2019,490.8,1491560.61,30055.03,1,168.92
2020,10.56,3429851.61,73984.3,6,494.16
2014,15.93,2984112.32,24636.4,8,353.55
2016,167.86,2959852.56,65341.61,3,219.49
2021,153.9,1346822.09,20015.26,16,392.34
2014,15.44,3331973.79,5114.72,9,309.5
2010,274.24,2842033.52,51742.24,3,491.82
2021,330.19,2544666.29,50093.44,13,267.61
2023,462.89,3183631.34,85124.39,19,365.08
2016,349.62,713502.05,29628.83,18,332.37
2022,102.88,512379.99,85799.17,7,189.49
2012,301.66,4831325.56,87399.42,19,79.73
2024,171.66,3675602.79,30071.43,17,176.46
2018,79.12,4900925.06,17929.4,13,480.76
2024,147.87,1940813.38,10683.97,14,278.91
2017,126.01,4584379.6,73934.28,3,110.54
2019,28.46,2413657.91,35732.13,20,87.95
2011,337.03,2054315.34,86846.99,12,361.52
2022,75.16,818093.53,85138.4,7,346.42
2023,247.14,2750380.08,47849.37,2,140.68
2021,329.95,3366406.12,38946.65,8,403.44
2015,478.46,4125796.74,47858.2,13,455.73
2019,57.44,433771.71,92581.23,19,487.72
2015,455.88,864963.47,15615.54,4,443.82
2011,227.25,851353.32,78558.04,13,152.46
2023,113.27,2894843.89,12039.36,14,373.48
2017,123.47,3426107.55,51741.28,12,320.69
2022,286.31,2871542.07,11048.18,10,39.27
2011,242.61,1934618.84,63190.78,1,355.31
2016,166.91,569311.74,47675.41,12,209.47
2019,140.22,588831.44,57675.43,3,438.4
2022,383.33,3704087.32,39414.89,20,337.65
2010,404.29,1087511.83,84025.14,20,416.42
2011,237.59,3604576.34,12628.57,1,57.36
2019,175.96,1769547.19,76409.4,2,450.98
2016,131.93,3963805.45,70573.63,3,423.8
2020,140.3,3632573.67,52021.21,16,330.09
2016,311.33,2729736.86,54481.36,2,323.08
2023,317.02,2926282.99,38827.52,20,309.98
2014,89.68,1582574.69,75506.9,9,219.51
2018,98.38,740101.96,53177.71,7,279.69
2013,278.84,3079898.18,6113.26,19,119.64
2023,409.37,1329572.99,70682.62,15,189.25
2021,487.03,843938.88,66321.73,5,157.06
2019,179.84,4427398.72,82129.69,5,375.45
2014,228.17,2466919.91,19444.33,13,209.47
2010,350.02,2216040.02,19547.78,10,465.99
2018,36.28,2653750.18,58256.49,1,467.5
2021,158.74,3743633.12,22483.18,6,388.91
2020,386.16,604805.44,21811.58,3,169.4
2022,128.26,1822800.71,84414.4,13,160.47
2023,277.08,1905050.44,6379.32,13,112.33
2015,232.92,639432.21,29178.25,16,328.92
2013,131.54,1039998.98,80197.81,10,314.7
2023,86.76,1270531.85,70814.21,6,352.15
2010,127.29,3025415.06,10439.14,8,471.96
2014,224.32,3338361.26,41458.45,8,392.27
2014,466.36,3559480.47,90257.1,10,302.76
2016,26.93,2281611.47,51832.42,8,489.39
2010,426.71,2565155.25,41201.06,9,114.89
2021,61.78,3115210.66,50656.96,15,439.81
2024,76.62,2849015.31,75469.39,9,214.82
2010,185.34,4024600.53,8083.1,12,167.43
2010,230.56,2790938.2,38784.79,6,365.32
2010,11.72,681572.09,24573.01,8,463.09
2018,444.42,1331022.8,27278.93,12,312.44
2010,197.43,1227772.93,18591.64,10,205.96
2020,432.29,3027939.08,95066.02,9,168.17
2015,451.61,1111346.81,23142.57,16,111.22
2024,494.93,1881291.17,6033.65,9,348.48
2012,336.43,2052288.57,37532.19,17,484.53
2023,495.8,376822.67,7650.53,8,312.73
2020,378.68,567810.28,65311.77,11,98.75
2012,202.15,2277933.52,87348.4,7,389.9
2018,336.22,3439801.02,83645.43,18,180.58
2021,299.79,1583652.84,7923.49,16,23.94
2019,22.95,3253387.11,74409.86,13,109.84
2017,480.32,2886899.41,1780.46,3,349.4
2024,467.19,2884506.84,53576.17,5,80.4
2022,276.81,4275461.27,65903.62,10,469.2
2015,131.63,3401429.92,43134.5,7,20.61
2024,446.83,2320885.45,34495.78,19,154.25
2017,415.77,1553323.89,23809.18,7,154.91
2016,489.82,2142068.78,95232.2,9,316.15
2016,362.03,4456694.36,76723.11,8,88.89
2023,127.34,1421127.86,27495.38,12,434.31
2010,379.57,2762003.31,79623.61,10,151.57
2019,344.77,3566419.43,80509.61,8,319.8
2021,396.23,4436645.3,60492.05,6,137.56
2012,39.51,514283.31,91453.97,7,158.21
2019,38.6,1264418.91,28435.94,2,287.97
2015,251.83,885206.65,18065.2,10,79.49
2010,348.13,4542789.99,78846.82,19,90.02
2010,211.3,3513959.27,68783.18,15,419.43
2024,177.02,1331207.39,30901.56,16,277.63
2018,446.65,2382333.41,75083.07,6,247.58
2013,132.76,3159632.33,16820.17,19,338.09
2014,238.38,1313375.79,40829.2,9,463.64
2024,64.87,3362926.29,86258.33,7,247.6
2021,499.54,1132962.34,95043.14,19,238.11
2013,66.03,4089563.6,16588.55,10,468.02
2018,305.85,3033561.36,12170.01,4,417.45
2016,174.97,1567516.73,17258.77,7,179.42
2021,472.71,611162.29,26898.85,6,97.44
2010,221.94,1846909.38,35031.22,8,175.29
2018,317.56,174669.78,42128.46,18,239.27
2010,278.39,631731.79,3385.97,10,308.93
2020,428.23,1052878.01,96837.05,9,319.19
2019,305.77,4382865.47,15815.86,14,266.64
2024,271.44,3602142.87,39586.48,6,453.76
2019,315.37,2375813.81,34485.17,10,52.86
2015,433.2,3474391.38,59287.26,5,248.89
2014,400.17,3764072.76,60502.4,12,324.44
2015,325.38,4284651.55,20330.18,11,211.52
2014,368.52,3982318.63,50762.01,20,31.5
2015,93.5,919147.58,77821.7,18,307.35
2018,288.16,2687682.39,10849.32,15,194.36
2013,36.16,4561283.06,77574.6,13,364.58
2021,79.64,3608911.48,87137.79,2,283.57
2020,59.99,4038129.65,27150.63,6,221.9
2020,309.84,3542368.46,11357.08,18,37.66
2011,481.22,2495943.65,26644.95,13,395.17
2023,426.36,76833.14,6400.19,7,309.51
2010,67.23,4838153.88,57899.07,16,198.95
2017,480.49,3532847.03,70915.9,18,218.49
2017,264.23,846330.27,27705.34,14,24.2
2010,45.18,883051.14,39911.61,2,470.02
2021,311.5,314458.58,76025.37,8,81.93
2021,66.79,4344707.12,50470.95,17,98.29
2017,237.92,1043363.44,50914.66,1,279.48
2017,69.09,822607.0,84137.77,8,359.42
2015,362.65,1928560.87,26748.15,19,437.05
2019,205.19,3832341.57,15857.93,8,414.37
2022,25.98,3971149.39,94632.05,3,124.64
2015,213.05,3985015.08,9828.38,18,85.86
2024,413.27,3162662.08,2507.82,20,437.23
2021,53.16,357792.7,59407.19,18,95.64
2011,112.54,1339898.12,78780.84,1,474.57
2020,399.48,2369614.18,70874.67,8,40.33
2018,108.76,4978586.71,29833.66,6,484.74
2023,495.17,1832256.3,3572.2,2,369.96
2010,1.96,386433.72,69322.79,8,499.55
2017,155.43,3675980.87,89983.09,12,492.87
2014,139.97,793416.68,3177.58,5,52.15
2011,29.3,4160989.35,55072.24,18,74.05
2024,159.16,1184146.99,68861.85,20,197.03
2018,296.0,4734866.63,61216.52,5,72.72
2015,408.9,2504977.3,58164.48,8,137.92
2013,344.6,1167285.05,18852.62,7,439.35
2021,177.92,4096290.65,53094.66,5,70.06
2012,218.79,4425403.09,85400.38,2,474.17
2017,444.19,3919474.99,22820.68,14,234.27
2013,294.59,4552554.79,95049.34,19,371.77
2018,32.95,101097.17,68635.71,7,479.94
2011,463.58,1476306.68,93092.0,15,311.46
2021,251.71,2947610.36,94518.65,16,447.56
2023,483.71,2497352.03,23530.4,18,276.91
2019,215.67,1147970.46,66237.97,6,315.88
2023,410.58,2176311.06,79257.71,16,78.36
2013,225.65,578128.0,65708.35,2,55.29
2015,322.37,1081377.18,28115.62,12,147.65
2011,31.7,770407.73,37076.62,7,483.25
2011,253.16,3874253.88,21103.21,2,471.68
2011,469.59,4165492.63,2795.37,8,144.5
2020,417.33,3432873.9,59720.02,9,350.17
2022,387.63,1698724.05,6115.97,6,417.68
2024,263.85,173484.32,87209.58,5,443.95
2012,493.52,952013.07,20309.7,17,364.16
2017,435.22,443746.62,80294.61,6,154.14
2014,108.25,4305143.84,59328.32,12,498.52
2023,269.85,4048390.12,15855.82,10,185.87
2010,451.3,203329.13,26472.94,5,111.47
2016,324.34,3113742.92,45838.27,13,493.72
2011,14.88,2288631.39,31251.75,7,403.96
2019,101.23,3202676.18,26739.59,11,166.37
2012,117.03,934877.0,65230.62,10,46.53
2014,14.35,4999596.61,73490.01,9,35.33
2010,493.05,298507.92,96797.99,5,201.08
2012,86.55,133998.45,20452.68,20,442.62
2018,163.39,4054187.71,2154.87,18,279.11
2022,232.96,325883.9,57385.67,13,96.85
2017,329.83,766279.13,93057.74,13,315.34
2024,407.88,1485317.2,41384.76,3,150.55
2021,136.92,3032615.59,26049.19,12,152.19
2018,403.07,3042074.47,88285.66,15,183.59
2017,455.53,2899541.23,72311.51,19,455.74
2013,409.99,4305068.74,90412.85,19,281.04
2012,62.26,2815794.39,77033.52,2,116.7
2013,165.23,2796750.35,72669.02,19,157.53
2010,285.62,4752859.26,60760.11,7,441.36
2022,363.96,3693519.94,7987.91,9,152.76
2018,236.24,1227948.09,54507.84,15,56.54
2020,424.12,2818819.7,50449.4,5,250.08
2020,361.65,4216606.04,15666.8,8,237.18
2016,199.97,3611622.26,78107.6,9,496.85
2020,256.34,1250080.43,26234.33,12,417.13
2015,308.52,4592356.44,18671.28,8,204.75
2013,277.0,4513084.57,59794.97,9,155.91
2012,342.76,3566324.45,20298.14,4,301.05
2022,273.27,1558661.53,2574.17,4,365.47
2013,176.13,4707828.74,80001.09,10,55.21
2012,132.1,1869248.1,47883.25,8,296.7
2022,319.81,2688317.61,43498.29,11,192.07
2019,470.28,1430814.26,4713.06,19,82.48
2013,84.47,3590588.05,52684.85,3,67.75
2019,460.45,598014.48,69620.17,10,104.85
2015,355.93,2260968.58,13386.89,4,478.96
2015,7.48,3593780.02,85069.32,14,193.8
2012,152.79,4087947.43,58711.75,6,422.29
2024,165.61,4621217.32,49190.33,17,461.98
2023,383.76,3488085.38,75300.66,7,204.78
2018,131.45,982389.89,47136.61,11,266.93
2010,288.98,903665.68,26129.58,10,227.62
2023,477.48,1235958.28,21296.57,8,444.11
2014,264.41,2637824.7,7912.57,20,463.65
2020,95.03,1753380.41,46366.26,4,450.69
2017,7.46,3714448.61,87865.83,15,67.69
2020,181.28,1471160.32,8540.04,12,105.88
2010,225.23,4046128.84,51280.21,6,92.37
2022,40.01,3984337.24,28204.78,7,147.02
2018,243.49,1205007.12,47283.97,4,441.84
2010,311.27,3893515.54,57723.67,4,345.0
2018,152.4,1603352.1,54265.09,18,263.18
2023,279.85,4164730.13,70256.01,17,50.98
2018,459.89,4294407.37,54337.98,15,390.5
2011,21.09,1038874.7,23414.2,3,74.62
2020,76.75,2604837.01,86151.75,1,202.34
2012,433.53,2249182.14,18964.77,13,380.31
2010,387.41,3054145.69,53373.1,16,395.31
2014,288.02,3627636.64,83111.31,15,210.37
2024,266.17,4305893.66,75980.91,18,40.74
2011,238.2,1719827.0,98436.57,16,304.67
2021,407.83,4329589.27,86548.27,16,45.85
2011,132.05,2264249.65,22898.74,2,235.04
2012,74.32,4110376.09,89038.36,6,26.5
2015,321.86,3141658.96,86771.42,13,54.23
2021,93.97,4831575.79,75947.43,4,373.77
2023,386.73,1055911.14,51530.31,16,458.43
